Id,Nombre,Apellidos,Edad,SalarioMensual,RetencionFuente,Cargo
105888,Juan,Gonzalez,48,10786787,0.1,Desarrollador Senior
270179,Kelly,Gomez,33,25227853,0.1,Desarrollador Junior
186877,Ana,Gomez,41,18144566,0.1,Arquitecto
399903,Pablo,Peralta,35,22991128,0.1,Arquitecto
8165,Veronica,Perez,34,31127980,0.1,Desarrollador Senior
430594,Andres,Gomez,32,44022126,0.1,Desarrollador Junior
358630,Juan,Gutierrez,59,31566585,0.1,Desarrollador Senior
81231,Raul,Gonzalez,38,19081582,0.1,Desarrollador Junior
72947,Pablo,Montoya,23,9991717,0.1,Desarrollador Senior
139877,Isabel,Montoya,50,11914014,0.1,Desarrollador Junior
306209,Raul,Gomez,51,35178359,0.1,Desarrollador Junior
348515,Raul,Peralta,55,48445179,0.1,Desarrollador Senior
382501,Pablo,Gutierrez,44,18028085,0.1,Desarrollador Junior
403579,Ana,Peralta,23,30022098,0.1,Desarrollador Senior
110416,Mauricio,Gutierrez,32,26726546,0.1,Desarrollador Senior
312633,Pablo,Perez,36,11458585,0.1,Desarrollador Senior
262683,Mauricio,Gomez,51,40734936,0.1,Desarrollador Senior
256471,Andres,Gomez,46,40000124,0.1,Arquitecto
309794,Mauricio,Montoya,46,12415483,0.1,Desarrollador Senior
92760,Mauricio,Gomez,42,13990419,0.1,Arquitecto
16619,Veronica,Urrego,42,44533717,0.1,Arquitecto
207665,Juan,Urrego,40,34652932,0.1,Desarrollador Junior
106796,Pablo,Perez,39,18317974,0.1,Desarrollador Senior
470923,Mauricio,Urrego,52,5956412,0.1,Desarrollador Junior
184868,Pablo,Montoya,28,13250965,0.1,Arquitecto
437290,Raul,Gomez,24,23514954,0.1,Arquitecto
370209,Pablo,Perez,24,34874098,0.1,Desarrollador Senior
462300,Raul,Gomez,39,29307113,0.1,Desarrollador Junior
318149,Kelly,Gonzalez,48,47868365,0.1,Desarrollador Senior
415075,Manuela,Gutierrez,51,5248400,0.1,Desarrollador Junior
117119,Ana,Gonzalez,32,20898763,0.1,Desarrollador Senior
468636,Raul,Urrego,46,19961880,0.1,Arquitecto
131888,Isabel,Gomez,45,26298807,0.1,Desarrollador Junior
320904,Mauricio,Montoya,47,27861475,0.1,Desarrollador Senior
487636,Andres,Urrego,59,28340838,0.1,Desarrollador Junior
83866,Pablo,Urrego,26,41122075,0.1,Desarrollador Senior
231927,Andres,Perez,22,8404917,0.1,Desarrollador Senior
238123,Kelly,Gutierrez,48,8978604,0.1,Arquitecto
413292,Juan,Peralta,50,6056472,0.1,Desarrollador Junior
310163,Pablo,Peralta,45,47274805,0.1,Arquitecto
259284,Raul,Gomez,53,8609790,0.1,Desarrollador Junior
25367,Kelly,Gutierrez,49,8889436,0.1,Desarrollador Junior
40987,Ana,Gomez,34,42872363,0.1,Arquitecto
326261,Ana,Gomez,28,45988674,0.1,Desarrollador Senior
162082,Mauricio,Gomez,45,9819950,0.1,Arquitecto
293172,Veronica,Peralta,57,14765069,0.1,Desarrollador Junior
379917,Veronica,Gutierrez,36,9015328,0.1,Desarrollador Junior
273010,Raul,Urrego,35,40501882,0.1,Desarrollador Junior
469702,Manuela,Montoya,45,9325917,0.1,Desarrollador Junior
116932,Pablo,Urrego,30,12264324,0.1,Desarrollador Senior
384659,Raul,Gomez,59,37152295,0.1,Desarrollador Junior
35260,Pablo,Gutierrez,34,34131388,0.1,Desarrollador Senior
355263,Manuela,Urrego,24,9827389,0.1,Desarrollador Senior
222534,Mauricio,Gomez,39,14419929,0.1,Desarrollador Junior
374556,Pablo,Perez,38,3611146,0.1,Desarrollador Senior
459054,Mauricio,Gomez,26,8769503,0.1,Desarrollador Junior
366772,Juan,Gutierrez,26,36680749,0.1,Desarrollador Senior
43413,Ana,Gonzalez,58,30613892,0.1,Arquitecto
126978,Raul,Urrego,43,30507320,0.1,Desarrollador Senior
162687,Andres,Urrego,22,5633867,0.1,Desarrollador Senior
8108,Kelly,Gonzalez,34,29526005,0.1,Arquitecto
458496,Manuela,Montoya,30,8276069,0.1,Desarrollador Senior
22697,Ana,Gonzalez,25,37399411,0.1,Desarrollador Senior
251059,Veronica,Perez,53,49791395,0.1,Arquitecto
399331,Isabel,Peralta,22,38271595,0.1,Arquitecto
169901,Veronica,Montoya,55,3512209,0.1,Desarrollador Junior
5807,Juan,Gutierrez,23,43326749,0.1,Arquitecto
313073,Raul,Gutierrez,33,15339050,0.1,Arquitecto
123513,Kelly,Gutierrez,53,10734631,0.1,Desarrollador Junior
225461,Isabel,Gutierrez,31,40843445,0.1,Desarrollador Junior
317634,Juan,Gomez,57,11327880,0.1,Arquitecto
53648,Andres,Peralta,33,36977746,0.1,Arquitecto
349622,Mauricio,Gutierrez,54,14948608,0.1,Arquitecto
349092,Raul,Peralta,30,17170899,0.1,Arquitecto
221152,Raul,Gomez,47,46621521,0.1,Desarrollador Senior
21808,Kelly,Peralta,54,6747606,0.1,Desarrollador Junior
456385,Manuela,Perez,36,38510414,0.1,Desarrollador Senior
448077,Manuela,Urrego,25,21710840,0.1,Desarrollador Senior
304208,Ana,Perez,27,33767867,0.1,Arquitecto
147024,Raul,Gutierrez,59,42519253,0.1,Arquitecto
367308,Manuela,Peralta,59,20604356,0.1,Desarrollador Junior
83734,Andres,Montoya,39,42423302,0.1,Desarrollador Senior
274383,Kelly,Gonzalez,30,11097852,0.1,Arquitecto
373016,Veronica,Urrego,44,33674124,0.1,Desarrollador Senior
12711,Manuela,Urrego,25,44874856,0.1,Desarrollador Junior
132864,Raul,Gutierrez,42,21249759,0.1,Arquitecto
205928,Kelly,Gutierrez,49,27356236,0.1,Desarrollador Senior
202806,Isabel,Peralta,49,49168044,0.1,Desarrollador Junior
271245,Manuela,Perez,34,24301803,0.1,Desarrollador Junior
344108,Mauricio,Gomez,27,39489959,0.1,Arquitecto
57756,Pablo,Gonzalez,48,16493425,0.1,Desarrollador Senior
51353,Manuela,Urrego,28,28221377,0.1,Arquitecto
412384,Kelly,Perez,50,24324187,0.1,Arquitecto
141703,Juan,Gutierrez,52,43572829,0.1,Desarrollador Senior
228473,Manuela,Gonzalez,44,10209937,0.1,Desarrollador Junior
117013,Isabel,Gomez,38,21043925,0.1,Arquitecto
472715,Mauricio,Peralta,35,23966341,0.1,Arquitecto
488085,Andres,Perez,34,31268331,0.1,Arquitecto
204113,Ana,Montoya,48,9229158,0.1,Arquitecto
123291,Pablo,Montoya,45,48669485,0.1,Desarrollador Senior
313588,Mauricio,Peralta,38,45476873,0.1,Desarrollador Senior
51304,Kelly,Peralta,39,19660311,0.1,Arquitecto
229759,Pablo,Peralta,30,19042766,0.1,Desarrollador Senior
450232,Veronica,Gonzalez,53,16318542,0.1,Desarrollador Senior
191341,Isabel,Gomez,28,29416313,0.1,Desarrollador Junior
163204,Veronica,Peralta,26,8862718,0.1,Arquitecto
14837,Raul,Perez,24,2396176,0.1,Arquitecto
227857,Pablo,Gonzalez,37,41802638,0.1,Desarrollador Senior
405228,Raul,Montoya,60,26027676,0.1,Desarrollador Senior
296100,Kelly,Gutierrez,37,13380493,0.1,Arquitecto
373353,Juan,Gonzalez,29,12677249,0.1,Arquitecto
139368,Andres,Urrego,27,45327195,0.1,Desarrollador Senior
297029,Isabel,Gonzalez,29,39036544,0.1,Arquitecto
220991,Isabel,Montoya,45,4228058,0.1,Desarrollador Senior
271906,Pablo,Peralta,50,33061306,0.1,Arquitecto
63621,Kelly,Urrego,59,36893003,0.1,Arquitecto
234996,Juan,Perez,55,35388967,0.1,Arquitecto
152384,Andres,Gutierrez,38,49051167,0.1,Desarrollador Senior
171818,Andres,Gutierrez,30,12286352,0.1,Desarrollador Junior
271245,Mauricio,Perez,38,18388507,0.1,Desarrollador Senior
448356,Kelly,Montoya,54,4165007,0.1,Arquitecto
233222,Mauricio,Gonzalez,29,30237570,0.1,Desarrollador Senior
275680,Kelly,Montoya,46,44664886,0.1,Desarrollador Junior
170097,Raul,Montoya,45,44943808,0.1,Arquitecto
132907,Ana,Urrego,51,9051189,0.1,Desarrollador Senior
457920,Pablo,Gutierrez,51,8556006,0.1,Arquitecto
181076,Ana,Montoya,24,46866309,0.1,Arquitecto
436014,Andres,Gomez,59,31926870,0.1,Arquitecto
358019,Andres,Perez,38,36330304,0.1,Desarrollador Junior
247974,Kelly,Gomez,53,37005852,0.1,Arquitecto
197827,Pablo,Gutierrez,34,19413284,0.1,Desarrollador Junior
254558,Mauricio,Perez,33,25490205,0.1,Arquitecto
368967,Andres,Gonzalez,39,38906400,0.1,Desarrollador Senior
242761,Raul,Gutierrez,33,24720078,0.1,Desarrollador Junior
296207,Raul,Gomez,48,45211707,0.1,Arquitecto
489401,Veronica,Gonzalez,35,43777359,0.1,Desarrollador Junior
53104,Mauricio,Gutierrez,42,36464144,0.1,Desarrollador Junior
430542,Mauricio,Peralta,23,37325643,0.1,Arquitecto
490685,Manuela,Perez,52,4542962,0.1,Arquitecto
279045,Pablo,Peralta,38,26965493,0.1,Arquitecto
197676,Juan,Gutierrez,26,42551755,0.1,Desarrollador Senior
174172,Ana,Perez,48,38795999,0.1,Arquitecto
268261,Pablo,Perez,46,48589923,0.1,Desarrollador Junior
432775,Raul,Perez,32,44467595,0.1,Desarrollador Senior
106806,Manuela,Perez,60,48943199,0.1,Desarrollador Junior
69243,Isabel,Peralta,58,32031646,0.1,Desarrollador Junior
426470,Manuela,Perez,49,48633206,0.1,Desarrollador Senior
297413,Mauricio,Peralta,41,25816943,0.1,Desarrollador Senior
93531,Pablo,Montoya,59,15587301,0.1,Desarrollador Junior
342965,Juan,Perez,22,40464056,0.1,Desarrollador Senior
451383,Juan,Gomez,60,15193087,0.1,Desarrollador Junior
405655,Isabel,Gutierrez,43,37170521,0.1,Arquitecto
285711,Ana,Montoya,45,40375501,0.1,Arquitecto
100371,Isabel,Urrego,58,45817094,0.1,Desarrollador Junior
473685,Manuela,Montoya,37,22009672,0.1,Arquitecto
370698,Veronica,Gutierrez,56,8312465,0.1,Desarrollador Senior
446256,Raul,Gomez,34,2649399,0.1,Desarrollador Junior
188677,Ana,Gutierrez,41,23466964,0.1,Desarrollador Senior
242455,Raul,Perez,38,26959541,0.1,Desarrollador Junior
96239,Mauricio,Peralta,57,11073597,0.1,Desarrollador Junior
435176,Pablo,Gomez,35,18437719,0.1,Arquitecto
469709,Mauricio,Gomez,37,33809618,0.1,Desarrollador Senior
5709,Pablo,Gomez,25,4390736,0.1,Desarrollador Junior
6870,Raul,Peralta,25,3885327,0.1,Desarrollador Junior
43077,Isabel,Peralta,55,42546959,0.1,Arquitecto
72315,Pablo,Gomez,54,32501151,0.1,Desarrollador Senior
459790,Manuela,Urrego,56,31553908,0.1,Desarrollador Junior
277669,Andres,Gutierrez,52,24027659,0.1,Desarrollador Senior
487773,Kelly,Peralta,28,8471065,0.1,Arquitecto
77655,Isabel,Perez,26,13794090,0.1,Desarrollador Junior
305483,Kelly,Gonzalez,40,15244743,0.1,Desarrollador Senior
246710,Manuela,Gutierrez,59,42859986,0.1,Desarrollador Senior
172112,Kelly,Montoya,51,7580232,0.1,Desarrollador Senior
402302,Raul,Peralta,36,38204571,0.1,Desarrollador Senior
5725,Veronica,Peralta,50,39672739,0.1,Desarrollador Senior
75392,Ana,Peralta,51,4910557,0.1,Desarrollador Senior
99374,Mauricio,Gutierrez,30,35681148,0.1,Desarrollador Senior
302440,Isabel,Gutierrez,52,48293830,0.1,Desarrollador Senior
11915,Manuela,Perez,56,38323312,0.1,Desarrollador Junior
282412,Mauricio,Gonzalez,28,21772881,0.1,Desarrollador Junior
84028,Ana,Gonzalez,36,7965383,0.1,Desarrollador Junior
382165,Raul,Gonzalez,33,36369394,0.1,Desarrollador Senior
120281,Kelly,Perez,53,46331813,0.1,Desarrollador Junior
195477,Ana,Montoya,40,35479643,0.1,Desarrollador Junior
454598,Mauricio,Gutierrez,52,31488814,0.1,Desarrollador Senior
477821,Kelly,Montoya,32,25763708,0.1,Desarrollador Senior
396317,Pablo,Gomez,42,9072020,0.1,Arquitecto
85023,Isabel,Urrego,53,36194187,0.1,Desarrollador Junior
384699,Isabel,Montoya,32,39465204,0.1,Desarrollador Senior
341807,Kelly,Gutierrez,54,17086253,0.1,Arquitecto
163135,Kelly,Gonzalez,56,28437129,0.1,Desarrollador Junior
147844,Manuela,Gutierrez,24,25292736,0.1,Desarrollador Senior
296766,Raul,Perez,37,21516530,0.1,Desarrollador Junior
171582,Raul,Urrego,40,48990480,0.1,Desarrollador Senior
337316,Pablo,Gonzalez,51,41836181,0.1,Arquitecto
155447,Kelly,Peralta,32,25817541,0.1,Arquitecto
109073,Pablo,Gutierrez,38,10454424,0.1,Arquitecto
96597,Andres,Montoya,54,27483150,0.1,Arquitecto
60601,Mauricio,Gutierrez,31,14372538,0.1,Desarrollador Senior
377333,Ana,Perez,60,45173763,0.1,Desarrollador Senior
493544,Kelly,Perez,57,48138023,0.1,Arquitecto
306382,Raul,Gomez,48,41743482,0.1,Arquitecto
395189,Mauricio,Peralta,59,19316495,0.1,Desarrollador Junior
321795,Isabel,Gutierrez,53,21254469,0.1,Desarrollador Senior
493325,Manuela,Gomez,49,12595965,0.1,Desarrollador Junior
353028,Manuela,Gonzalez,28,44496621,0.1,Desarrollador Junior
48704,Kelly,Montoya,34,33536873,0.1,Desarrollador Senior
464429,Pablo,Urrego,60,28793590,0.1,Arquitecto
414859,Isabel,Urrego,38,10656450,0.1,Desarrollador Senior
373763,Juan,Gutierrez,45,18861090,0.1,Arquitecto
68859,Raul,Gomez,60,39506754,0.1,Arquitecto
475931,Pablo,Perez,57,42704157,0.1,Desarrollador Senior
166412,Isabel,Urrego,26,45063940,0.1,Desarrollador Junior
463043,Mauricio,Peralta,53,15747858,0.1,Desarrollador Senior
195408,Raul,Gomez,25,12106244,0.1,Desarrollador Senior
109731,Mauricio,Perez,43,46495112,0.1,Desarrollador Senior
75248,Kelly,Peralta,57,6892947,0.1,Desarrollador Junior
236326,Veronica,Gonzalez,56,44491728,0.1,Desarrollador Senior
61338,Manuela,Montoya,41,10489909,0.1,Desarrollador Senior
360468,Andres,Gutierrez,42,37504554,0.1,Arquitecto
202033,Pablo,Peralta,44,43098612,0.1,Desarrollador Junior
79335,Mauricio,Gonzalez,32,47346970,0.1,Arquitecto
42518,Ana,Peralta,59,9913465,0.1,Desarrollador Junior
103737,Mauricio,Gutierrez,59,29619636,0.1,Desarrollador Senior
421084,Veronica,Perez,29,41004566,0.1,Desarrollador Senior
6632,Mauricio,Gutierrez,35,7341411,0.1,Desarrollador Junior
41419,Mauricio,Gutierrez,32,3450109,0.1,Desarrollador Junior
93832,Raul,Peralta,30,14331906,0.1,Desarrollador Senior
185950,Pablo,Gonzalez,30,34148498,0.1,Desarrollador Senior
88340,Manuela,Montoya,30,40639110,0.1,Desarrollador Senior
216701,Manuela,Peralta,37,36494628,0.1,Arquitecto
365838,Ana,Gomez,27,48424274,0.1,Desarrollador Junior
323889,Ana,Peralta,38,44385340,0.1,Desarrollador Senior
416413,Isabel,Gonzalez,60,7566093,0.1,Desarrollador Junior
448636,Veronica,Gonzalez,41,27597689,0.1,Arquitecto
145647,Kelly,Montoya,50,44225089,0.1,Arquitecto
30854,Kelly,Peralta,26,35775531,0.1,Desarrollador Senior
340287,Ana,Peralta,31,36878211,0.1,Desarrollador Junior
357834,Manuela,Urrego,39,8185444,0.1,Arquitecto
416903,Ana,Gonzalez,58,9598249,0.1,Desarrollador Junior
304838,Pablo,Perez,53,30218833,0.1,Arquitecto
421499,Manuela,Urrego,23,20016230,0.1,Desarrollador Senior
105772,Pablo,Gonzalez,28,41010264,0.1,Desarrollador Junior
52546,Andres,Montoya,58,19419753,0.1,Desarrollador Senior
7640,Raul,Gonzalez,26,24764628,0.1,Arquitecto
474333,Ana,Peralta,31,15691536,0.1,Desarrollador Junior
8725,Ana,Gomez,45,41651928,0.1,Desarrollador Senior
27685,Juan,Gonzalez,47,21618124,0.1,Desarrollador Senior
266304,Veronica,Peralta,50,29286610,0.1,Desarrollador Junior
303421,Juan,Urrego,27,46107654,0.1,Desarrollador Senior
401440,Andres,Peralta,44,46459681,0.1,Arquitecto
230050,Andres,Urrego,55,15225269,0.1,Desarrollador Junior
33014,Kelly,Urrego,31,32994702,0.1,Desarrollador Senior
390730,Isabel,Peralta,57,19317735,0.1,Arquitecto
428917,Ana,Peralta,46,35070877,0.1,Desarrollador Junior
457404,Mauricio,Gomez,44,47604025,0.1,Arquitecto
86160,Isabel,Gonzalez,54,11819325,0.1,Desarrollador Senior
410705,Raul,Montoya,23,31476621,0.1,Desarrollador Senior
385569,Isabel,Peralta,29,26917923,0.1,Desarrollador Senior
493669,Juan,Gomez,39,48365962,0.1,Arquitecto
397267,Ana,Perez,37,13180469,0.1,Desarrollador Junior
24440,Isabel,Gonzalez,57,32938236,0.1,Desarrollador Senior
1109,Kelly,Urrego,45,31995716,0.1,Desarrollador Junior
396330,Pablo,Perez,45,41759237,0.1,Desarrollador Junior
431433,Ana,Gutierrez,50,30329857,0.1,Desarrollador Junior
379682,Juan,Perez,40,3875774,0.1,Desarrollador Senior
499004,Ana,Perez,50,9589477,0.1,Desarrollador Junior
228182,Ana,Urrego,31,28204712,0.1,Desarrollador Junior
462182,Mauricio,Gonzalez,56,34839838,0.1,Desarrollador Junior
83618,Juan,Gutierrez,53,13111186,0.1,Desarrollador Junior
67842,Kelly,Peralta,28,19167899,0.1,Desarrollador Junior
358265,Mauricio,Gomez,32,42544010,0.1,Arquitecto
104244,Ana,Montoya,25,21670428,0.1,Arquitecto
159271,Pablo,Gutierrez,28,14054760,0.1,Arquitecto
489012,Andres,Urrego,22,15881874,0.1,Arquitecto
98269,Manuela,Urrego,33,46681739,0.1,Desarrollador Senior
319147,Andres,Perez,33,29816225,0.1,Desarrollador Senior
393302,Isabel,Montoya,60,14809094,0.1,Arquitecto
397350,Pablo,Montoya,36,48205861,0.1,Desarrollador Senior
372051,Mauricio,Gomez,46,12301452,0.1,Desarrollador Junior
297393,Andres,Gonzalez,49,6955412,0.1,Arquitecto
414935,Manuela,Urrego,40,6204387,0.1,Desarrollador Junior
9822,Manuela,Gomez,50,25233037,0.1,Desarrollador Senior
160488,Kelly,Perez,57,8646072,0.1,Arquitecto
16380,Pablo,Montoya,54,10075871,0.1,Desarrollador Junior
83233,Veronica,Gonzalez,31,18721667,0.1,Desarrollador Senior
370271,Isabel,Gutierrez,31,3961858,0.1,Desarrollador Senior
269684,Ana,Perez,60,8582817,0.1,Desarrollador Senior
60341,Kelly,Gutierrez,43,21756897,0.1,Desarrollador Senior
26092,Veronica,Perez,24,41749576,0.1,Arquitecto
322610,Andres,Perez,58,9777537,0.1,Arquitecto
274859,Raul,Peralta,30,10296445,0.1,Arquitecto
312224,Andres,Perez,44,40687365,0.1,Desarrollador Senior
483969,Ana,Gonzalez,24,9615573,0.1,Desarrollador Junior
183385,Juan,Gonzalez,45,11511914,0.1,Desarrollador Junior
30145,Isabel,Perez,41,4117431,0.1,Desarrollador Senior
264590,Andres,Urrego,27,14221372,0.1,Arquitecto
448164,Pablo,Urrego,33,39711046,0.1,Desarrollador Senior
352128,Mauricio,Montoya,33,48807946,0.1,Arquitecto
348368,Veronica,Peralta,60,42989529,0.1,Desarrollador Junior
480510,Isabel,Gutierrez,58,35857469,0.1,Desarrollador Senior
110542,Kelly,Perez,23,33026623,0.1,Arquitecto
136435,Andres,Montoya,45,35820336,0.1,Desarrollador Senior
137260,Ana,Perez,56,37485552,0.1,Desarrollador Junior
64542,Mauricio,Gutierrez,60,4122170,0.1,Desarrollador Junior
3036,Manuela,Montoya,49,3083937,0.1,Desarrollador Junior
38052,Ana,Peralta,51,27122104,0.1,Arquitecto
233169,Manuela,Urrego,29,40837963,0.1,Desarrollador Senior
271427,Veronica,Perez,26,23105478,0.1,Arquitecto
455370,Mauricio,Gutierrez,60,13565789,0.1,Desarrollador Junior
375543,Juan,Gomez,44,16988658,0.1,Arquitecto
58461,Isabel,Gomez,48,19286965,0.1,Desarrollador Senior
397727,Veronica,Gonzalez,57,39162495,0.1,Arquitecto
100261,Isabel,Gutierrez,22,18933921,0.1,Desarrollador Junior
446142,Veronica,Urrego,48,12479874,0.1,Arquitecto
179991,Veronica,Montoya,46,16830199,0.1,Arquitecto
400522,Isabel,Peralta,55,20067850,0.1,Arquitecto
299427,Isabel,Montoya,54,42761052,0.1,Desarrollador Junior
181609,Kelly,Gutierrez,27,6335436,0.1,Arquitecto
468221,Juan,Gutierrez,28,18875359,0.1,Desarrollador Junior
105668,Raul,Peralta,47,18444890,0.1,Arquitecto
303903,Juan,Perez,54,14073959,0.1,Desarrollador Junior
355491,Manuela,Gutierrez,42,7364971,0.1,Desarrollador Senior
12992,Veronica,Peralta,25,20154397,0.1,Arquitecto
424643,Ana,Gutierrez,46,46081450,0.1,Arquitecto
225851,Mauricio,Gonzalez,27,18266094,0.1,Arquitecto
52269,Raul,Peralta,60,35462152,0.1,Desarrollador Junior
170249,Isabel,Montoya,34,41167793,0.1,Arquitecto
11963,Manuela,Gutierrez,33,31106846,0.1,Arquitecto
58472,Pablo,Urrego,30,14633246,0.1,Desarrollador Senior
302202,Pablo,Peralta,46,37250537,0.1,Desarrollador Junior
194041,Veronica,Montoya,32,43375936,0.1,Arquitecto
144629,Isabel,Gomez,40,45871240,0.1,Desarrollador Senior
273472,Pablo,Montoya,50,24741358,0.1,Arquitecto
11965,Raul,Montoya,60,6290653,0.1,Arquitecto
18582,Kelly,Peralta,32,13708366,0.1,Desarrollador Senior
279395,Raul,Urrego,22,22721569,0.1,Desarrollador Senior
254522,Raul,Perez,44,7196058,0.1,Arquitecto
494493,Raul,Gomez,49,8172521,0.1,Desarrollador Senior
141378,Manuela,Peralta,53,4421743,0.1,Arquitecto
35231,Isabel,Gonzalez,59,17520257,0.1,Desarrollador Senior
371956,Juan,Gonzalez,33,47757504,0.1,Desarrollador Senior
199482,Pablo,Gonzalez,51,3194879,0.1,Desarrollador Junior
203950,Isabel,Montoya,47,21377857,0.1,Desarrollador Junior
94115,Juan,Urrego,46,37503769,0.1,Desarrollador Senior
273838,Mauricio,Peralta,58,24178691,0.1,Arquitecto
46133,Juan,Gutierrez,54,39840969,0.1,Desarrollador Junior
325679,Manuela,Peralta,40,3674135,0.1,Desarrollador Junior
318409,Ana,Peralta,55,42034134,0.1,Arquitecto
202450,Kelly,Gomez,60,16431783,0.1,Arquitecto
16160,Kelly,Montoya,31,13342484,0.1,Arquitecto
162905,Manuela,Gomez,47,3630263,0.1,Desarrollador Junior
407442,Raul,Urrego,38,20088113,0.1,Desarrollador Junior
283779,Veronica,Urrego,59,4951191,0.1,Desarrollador Junior
65495,Andres,Urrego,58,49431411,0.1,Desarrollador Junior
242891,Pablo,Perez,59,36205132,0.1,Desarrollador Senior
398734,Manuela,Gonzalez,47,16583121,0.1,Arquitecto
411289,Isabel,Gonzalez,54,23781222,0.1,Desarrollador Junior
